"428"|"Club Charley's"|"331 East Center"|"Pocatello, Idaho 83211"|"(208) 232-9606"|"Club Charley's is Night Club that promotes diversity. A Gay Bar where Gay, Lesbian, Bi, Transexuals and Straight are all welcome."|"Dancing,DJ,Full Bar,Techno Music,Pop Music,Live Entertainment,Drag Shows,Food Served,Karaoke,Videos,Dancers/Strippers,Wheel Chair Access,Smoking Throughout,Outdoor/Patio,Credit Cards Accepted,Pool Tables,Dart Boards,Free Parking,Video Games"|""
"429"|"Club Charley's"|"331 E Center St"|"Pocatello, Idaho"|"(208)232-9606"|"Pocatello night club/bar with live entertainment including drag shows, male strippers, VJ's, karaoke (Monday - Thursday, DJ's (Friday and Saturday), and poker night (Sunday) ..."|"Dancing,Live-Entertainment,Drag,Strippers,DJ,VJ,Karaoke,Video,Texas-Hold-Em,Poker"|"http://sites.google.com/site/clubcharleys/"
"430"|"Club Chico"|"2915 W Beverly Blvd, Montebello"|"Los Angeles, California"|"(323)721-3403"|"Hot Latin gay bar in Los Angeles featuring DJ's spinning the best hip-hop, musica latina & old school and home of the CHICO Cockfight dancers who are ready to make you sweat. Located in East LA minutes from downtown Los Angeles...."|"latin,DJ,hip-hop,latina,old-school"|"http://www.clubchico.com"
"431"|"Club Chill"|"200 West 5th Street"|"Elmira, New York 14901"|"(607) 732-1414"|"Catering to all lifestyles, we are an over/under night club located in Downtown Elmira; one block from the Elmira College campus. We feature Saturday night drag shows and weekend DJs."|"Dancing,DJ,Techno Music,Live Entertainment,Drag Shows,Karaoke,Videos,Dancers/Strippers,Wheel Chair Access,Non-Smoking Indoors,Outdoor/Patio,Credit Cards Accepted,ATM on premises,Pool Tables,Free Parking,Cover Charge"|""
"432"|"Club Chill"|"200 W 5th St"|"Elmira, New York"|"(607)732-1414"|"Drag kings, queens, pool, and DJ's are all here to entertain you at Club Chill..."|"Free-Pool-Sundays,Donnie,Kings,Queens"|"http://www.chillwitme.com"
"433"|"Club City Lights"|"220 W Amite St"|"Jackson, Mississippi"|"(601)353-0059"|"Club City Lights mostly caters to an African American crowd, but welcoming to all races. Fair sized dance floor and very danceable crowd. Most Saturday nights feature a drag show...."|"hip-hop,drag,dancefloor,dj,pool,dancing,African-American,black"|""
"434"|"Club Cobra"|"10937 Burbank Blvd"|"N Hollywood, California"|"(818)760-9798"|"Popular Latin dance Club, hot go-go boys, drink specials and drag shows. Happy hour Monday to Saturday 4pm - 8:30pm. Sunday afternoons hosts a country & western dance and beer bust called Rawhide..."|"DJ,dancefloor,hip-hop,musica-latina,drag-shows,strippers,Latin,popular,pool-table,smoking-patio,coat-check,country-and-western"|"http://www.clubcobrala.com"
"435"|"Club David"|"386 David Low Way, North Peregian Beach."|"Noosa Heads, Australia"|"(07) 5448-1006"|"CLUB DAVID is a ALLMALE sun club set around a swimming pool with a spa, gym, playroom with a video lounge and a poolside cafe/bar within the private complex of The Hideaway Mens Resort."|"Full Bar,Pop Music,Live Entertainment,Food Served,Videos,Leather/Fetish,Smoking Throughout,Credit Cards Accepted,Free Parking,Cover Charge"|""
"436"|"CLUB DEJA VU ULTRA LOUNGE"|"200 N BEACH STR"|"Daytona Beach, Florida 32114"|"(407) 9677112"|"GAY, AND LESBIAN NIGHT EVERY THURSDAY NIGHT. ALL GENRES OF MUSIC BY DJ PAUL,AND ALL GENRES OF DRAG SHOWS...... SHOWTIMES ARE AT 11 P.M., 1 A.M.!!!"|"Dancing,DJ,Full Bar,Live Entertainment,Drag Shows,Videos,Smoking Throughout,Credit Cards Accepted,ATM on premises,Free Parking,Cover Charge"|""
"437"|"Club Detour"|"2216 E Michigan Ave"|"Jackson, Michigan"|"(517)782-1544"|"Nancy Minix reopens The B-One Bar as Club Detour, Jackson's only gay bar featuring nightly events with DJ, drag and karaoke..."|"karaoke,DJ,dance,drag,dancing,dancefloor"|""
"438"|"Club Edge"|"615 N 400 W"|"Salt Lake City, Utah"|"(801)755-6389"|"New Latin club in Salt Lake City, a place to dance, with drag shows. Open Thursday - Saturday night..."|"Latin,Drag,Dancing,Dj"|"http://www.clubedgeutah.com"
"439"|"Club Escape"|"1530 E 75th St"|"Chicago, Illinois"|"(773)667-6454"|"Chicago South Side's #1 alternative lifestyle entertainment spot, Club Escape has a ladies night every Thursday. DJs spin hip-hop, house, R&B; and soul nightly on their 4000W sound system. Live shows featuring Mz RUFF-N-STUFF Tuesdays, Wednesdays and Saturdays..."|"alternative,lifestyle,entertainment, lesbian,DJ,hip-hop,house,R-and-B,soul,dancing,dancefloor,girls-night,drag,RUFF-N-STUFF"|"http://www.clubescapechicago.com"
"440"|"Club Europe"|"4001 Presidential  Parkway"|"Chamblee, Georgia"|"(770) 452-1240"|"VIP Room for our important guests. Cages to dance or swing in. Electronic music, DJ's and now open until 6am. Cover charge $10.00. Fully stocked bar. Proper dress attire required."|"Dancing,DJ,Full Bar,Techno Music,Pop Music,Live Entertainment,Drag Shows,Karaoke,Leather/Fetish,Dancers/Strippers,Wheel Chair Access,Smoking Throughout,Credit Cards Accepted,ATM on premises,Free Parking,Valet Parking,Cover Charge"|""
"441"|"Club Evolution"|"8380 Hwy 59"|"Foley, Alabama"|"(251)943-5557"|"Foley's only alternative dance club. High energy dance music, guest DJ's, drink and drown with Drag shows beginning at 11:30pm (Drag Show director is the famous Miss Venus Shant'e Da'viss). Nightly weekday drink specials, pool tables and darts. ..."|"Dance-Club,drag-show,gay-bar,alternative,pool,darts,lesbian,bisexual,DJ,high-energy-music"|"http://www.clubevolutionfoley.com"
"442"|"Club Evolution"|"821 22nd St"|"Denver, Colorado"|"(303)296-4601"|"6,400 sq ft Club Evolution spans 2 floors with a lounge and over of 1000sq ft of dancing, DJ's, sounds and lights. Everything from drag to Texas hold'em poker nights. Dance floor open Wednesday through Sunday featuring strippers..."|"drag,manicure,martini,texas-hold-em,poker,games,top40,dancing,hip-hop,strippers,r-and-b,dj,dj-jon"|""
"443"|"Club Extreme"|"514 8th Ave. North"|"Myrtle Beach, South Carolina"|"(843) 626-4546"|"Small town bar with night club appeal. Localy gay owned and operated. Open Wednesday through Sunday form 10pm- until. We feature the best in Dance, House, Techno, Hip-Hop, R&B;, and Top 40 in the area. We also feature teh best in Female and Male impersonation in the area!!  Cover charge on Friday and Saturday nights only. Free cover all other nights."|"Dancing,DJ,Full Bar,Techno Music,Pop Music,Live Entertainment,Drag Shows,Food Served,Karaoke,Videos,Dancers/Strippers,Smoking Throughout,ATM on premises,Free Parking,Cover Charge"|""
"444"|"Club Femme (2nd Friday)"|"275 Turnpike Rd, Rt9 Westbound"|"Westborough, Massachusetts"|""|"Monthly dance Party for T-Gurls and Admirers; hosted at Indian Meadows Country Club, Westborough, MA. Features a DJ and dancefloor, 2 large flat screen TVs, friendly and welcoming staff, limited menu of food and snacks, coffee, selection of cigars, and a large patio..."|"drag,crossdresser,t-gurl,admirers,tg-club,bisexual,gay,TV,DJ,Dancing"|"http://groups.yahoo.com/adultconf?dest=%2Fgroup%2Ffriendsofclubfemme%2F"
"445"|"Club Fever"|"5240 S Tacoma Way"|"Tacoma, Washington"|""|"Drink specials nightly, after-hours all age dancing on the weekends, and drag and performance troupes performing both Friday and Saturday nights. Formerly On The Rocks..."|"Drag,Kings,Queens,Gay,Dancing,Shows"|""
"446"|"Club Firestone"|"578 N Orange Ave"|"Orlando, Florida"|"(407)872-0066"|"Although no longer gay, this dance club caters to an electronica crowd and features a gay monthly circuit party on select Saturdays called Chaos. Check the website for listings..."|"dancing,dj,electronica,house,mash-up,circuit,Chaos,18plus"|"http://www.firestonelive.net/"
"447"|"Club Flamingo"|"352 Oakland Ave"|"Pontiac, Michigan 48342"|"(248) 253-0430"|"Club Flamingo Is North Oakland Counties Only Gay Club Located in PONTIAC, MI.  Next To Auburn Hills, Less than 30 min's From Detroit or Flint. Ferndale,Royal Oak, Sterling Heights, Mount Clemens and Port Huron are also a short drive away. A Favorite Place to Dance Party and Play with friendly Locals and Out of Towners. Get Your Map From Our Web Site.
Join Us!"|"Dancing,DJ,Full Bar,Food Served,Karaoke,Videos,Wheel Chair Access,Pool Tables,Dart Boards,Free Parking,Video Games"|""
"448"|"Club Flavaz (Saturday)"|"5274 W Colonial Dr"|"Orlando, Florida"|"(321)274-7184"|"Catering to Orlando's African-American gay community, this hip-hop Saturday night party has a drag show at midnight at Fla Sports Bar. All are welcome at Club Flavaz. Now in it's 5th year..."|"hip-hop,african-american,black,DJ,dancing,dancefloor,drag,18plus"|""
"449"|"Club Forbidden"|"213 Miller Rd"|"Cookeville, Tennessee"|"(931)372-8454"|"Cookeville's 1st gay bar! Club Forbidden is an alternative tiki bar with outdoor patio area with two open fire pits, DJ, dance floor and drag shows. 18 to party, 21 to drink..."|"drag,dancefloor,dancing,outdoor-patio,DJ,18plus"|"http://www.forbiddentikibar.com"
"450"|"Club Fresh (Thursday)"|"2765 Clayton Rd"|"Concord, California"|"(925)522-6837"|"Josh & Angelina present a brand new gay/lesbian night every Thursday. Featuring go-go's, and a DJ playing top 40, mash-up, R&B;,hip-hop and club hits..."|"hip-hop,go-go,dancing,DJ,R-and-B,Mash-Up"|""
"451"|"Club Fusion"|"813 W 2nd"|"Davenport, Iowa"|"(563)326-3452"|"Club Fusion features 3 bars, M/W/F/S drag shows, Thursday Karaoke, Sunday Bingo, a dance floor, DJ, sand volleyball court, outdoor patio, and deck..."|"Drag,DJ,Karaoke,Pool,Darts,Dance-Floor,Smoking-Patio,Deck,Bingo"|""
"452"|"Club Fusions"|"2004 AP Tureaud Ave"|"New Orleans, Louisiana"|"(504)301-5121"|"Club Fusions is a hip hop bar/club in the hood. It's open Saturday nights and Monday nights features a drag show...."|"Hip-Hop,Dancing,Pool,Drag-show"|""
"453"|"Club Glacier"|"2828 E 31st St S"|"Wichita, Kansas"|"(316)612-9331"|"Karaoke Tuesdays, Drag shows on Sundays with the ladies of illusion, 18 to enter, 21 To drink..."|"18plus,drag,dancing,dj"|""
"454"|"Club Glow"|"1335 Story Ave."|"Louisville, Kentucky 40206"|"(502) 290-4846"|"Please check our site often for details, as our specials change often."|"DJ,Full Bar,Techno Music,Dancers/Strippers,Credit Cards Accepted,ATM on premises"|""
"455"|"Club Gold Coast"|"2971 E 7 Mile Rd"|"Detroit, Michigan"|"(313)366-6135"|"Male entertainment 7 days a week with DJ's. Out of towner? Check the website for a free drink voucher. ..."|"go-go,drag,dj,strippers,dancing"|""
"456"|"Club Groove"|"2409 Market St"|"Galveston, Texas"|"(409)789-9134"|"Galveston Island's largest gay bar and dance club featuring a lounge area, dance floor, DJ, karaoke, go-go stage, live bands, and comedy. 18+ to party, 21+ to drink..."|"Disco,hip-hop,Latin,country-and-western,drag,all-male-reviews,pool,darts,drag-show,DJ,rap,house,strippers,karaoke,pin-ball,video,leather,lace,dance-floor,dancing,go-go,art-gallery,comedy
drink-specials,girl-night,lesbian,guy-night,gay,bands,18plus"|""
"457"|"Club Hollywood at Liquid"|"518 Main Street"|"New Rochelle, New York"|"(914) 509-2604"|""|"Dancing,DJ,Full Bar,Techno Music,Pop Music,Live Entertainment,Drag Shows,Dancers/Strippers,Wheel Chair Access,Non-Smoking Indoors,Free Parking,Cover Charge"|""
"458"|"Club Hollywood Boston"|"41 Essex Street"|"Boston, Massachusetts"|"(617) 417-0186"|"A Dance Club for Women EVERY Saturday Night. Two Floors, Two DJ, Two Sounds. Voted Best of Boston 2003. Doors open 10pm to 2am."|"Dancing,DJ,Live Entertainment,Drag Shows,Non-Smoking Indoors,Cover Charge"|""
"459"|"Club HOT/Tilden"|"941 Liberty Ave"|"Pittsburgh, Pennsylvania"|"(412)391-0804"|"After-hours gay bar..."|"afterhours"|""
"460"|"Club Hush"|"3738 Astrozon Blvd."|"Colorado Springs, Colorado 80910"|"(719) 393-7400"|"We are the newest gay hotspot in Colorado Springs.  Come in any night except Tuesdays from 6pm until 2am.  We also host a lot of fun events--please visit our website for all the info on upcoming events.  We have a friendly staff, clean & safe environment, and nightly drink specials.  We also offer a large dance floor and live DJ's.  Come in for our grand re-opening, the COMING OUT OF THE CLOSET PARTY for Club Hush, on Friday, December 5, at 9pm.  The party is sponsored by hot designer Andrew Christian."|"Dancing,DJ,Full Bar,Techno Music,Pop Music,Live Entertainment,Drag Shows,Karaoke,Non-Smoking Indoors,ATM on premises,Pool Tables,Free Parking,Cover Charge"|""
"461"|"Club Hush (Thursday)"|"17-19 West Broad St"|"Richmond, Virginia"|"(804)986-7104"|"Starting April 8th, Club Hush offers an upscale lounge and a dancefloor. Upstairs in the castle room is a VIP lounge with tables and a *wink* stripper pole..."|"Dancefloor,House,Trance,Hip-Hop,Raggae,Gay,Friendly,Bar,Club,Hush,Rendezvous,Castle,Room,Stage,Stripper-Pole"|"http://www.wix.com/fashionfuturist/CLUB-HUSH"
"462"|"Club Icon"|"6305 120th Ave"|"Kenosha, Wisconsin"|"(262)857-3240"|"Formerly 94 North Dance Club, Club Icon offers DJ's, karaoke competitions, drag personalities  and a fun game of bingo..."|"dancing,bingo,karaoke,dj,drag"|"http://www.club-icon.com"
"463"|"Club Imagination"|"4129 Ross Clark Circle"|"Dothan, Alabama 36303"|"(334) 792-6555"|"The largest nightclub within 100 miles of Dothan, AL. 18,000 square feet of pure imagination. Dance floor, game room, The DuNgEoN, Swimming Pool/Deck and much more. Nightly drink specials. 19 to enter, 21 to drink. Open at 6pm Wed-Sat. Happy hour 6-8. To find out what is happening at Club Imagiantion be sure to check out our website  http://www.clubimagination.net  

Coming to Club Imagination July 23rd @ 9pm - Turn About Night - a Benefit for Children Born with HIV"|"Dancing,DJ,Full Bar,Techno Music,Live Entertainment,Drag Shows,Leather/Fetish,Dancers/Strippers,Smoking Throughout,Outdoor/Patio,Credit Cards Accepted,ATM on premises,Pool Tables,Dart Boards,Free Parking,Cover Charge"|""
"464"|"Club Imagination"|"4129 Ross Clark Circle"|"Dothan, Alabama"|"(334)792-6555"|"The largest nightclub in Alabama. 18,000 square feet of pure imagination. Dance floor, game room, Dungeon and much more. Nightly drink specials. 18 to enter, 21 to drink. Open at 6pm Wed-Sat. Happy hour 6-9 Nightly ..."|"Drag,DJ,Hip-Hop,Strippers,Karaoke,Pool,Darts,Video,Leather,Dancefloor,Smoking,Drink-Specials,Special-Guest,Pageants,Swimming-Pool"|"http://www.clubimagination.net"
"465"|"CLUB IN OR OUT"|"19 N. Egg Harbor City"|"Egg Harbor City, New Jersey 08037"|"(609) 561-2525"|"SOUTH JERSEY GAY & LESBIAN DANCE CLUB! Don't feel like driving over the bridge or heading into Frantic City? Do I have a place for you! We just opened our doors on September 19th. We are gay owned and operated! CLUB IN OR OUT is located in Hammonton, NJ. 19N. Egg Harbor Rd. 08037. (609) 561-2525. We have plenty of FREE parking! There is NO COVER CHARGE! We have $2.00 Red Stag shot specials, $2.00 purple tooter shots, $3.00 Domestic beer, $4.00 Import beer (bottles). We have a backyard with a gazebo for smoking, drinking, etc. DJ Lori Palmer, A.K.A. L.P. will be playing all your dance favorites throughout the night. We have Video Bar, Pool Table, Dance Floor, Karaoke, Giveaways. Show us your train ticket and receive $1.00 off your first drink. We are located in a very safe area. You can park right out front with no worries! Come out and give us a try! And, don't forget to tell your friends! Show your love and support!"|"Dancing,DJ,Full Bar,Live Entertainment,Drag Shows,Karaoke,Videos,Non-Smoking Indoors,Outdoor/Patio,Pool Tables,Free Parking,Video Games"|""
"466"|"Club In Or Out"|"19 N Egg Harbor Rd"|"Hammonton, New Jersey"|"(609)561-2525"|"Dance club and video bar with mixed crowd, DJ, live entertainment, 2 indoor bars and seasonal outdoor gazebo bar. Fun place, not huge, but cool, friendly, safe, free parking and no cover. Hours during the week vary depending on crowd and can be open till 3am..."|"Video,Dancing,Dancefloor,Revue,Karaoke,Pool,Darts,Food,outdoor-smoking,gazebo,Drag,King"|"http://www.clubinorout.com"
"467"|"Club Kinkeads"|"1004 1/2 Garrison Ave."|"Fort Smith, Arkansas 72901"|"(479) 494-7477"|"Club Kinkeads is now open 4 days a week!!

Wednesday thru Saturday 8pm - 2am

Come say hi to your favorite bartenders:John& Melissa

Local entertainment includes: Felicia Blackhart, Ophelia Payne, Keisha Kye, Barbie Grant, Emerahl Montoya, Stephanie Piage, AK West, Billy Blaze, Trent Tanner and many more!

Thursday night karaoke is the largest in the area with over 30,00 songs to choose from and a 3000w sound system!


Wednesday Night - Every other week - Talent Night
 
Thursday Night - Funky Monkey Karaoke Over 30,000 Songs!
No Cover, Drink Specials
 
Friday & Saturday Nights - 
Show Night $5 Cover - Guests $4 Cover Members"|"Dancing,DJ,Full Bar,Techno Music,Pop Music,Live Entertainment,Drag Shows,Karaoke,Dancers/Strippers,Smoking Throughout,Outdoor/Patio,Credit Cards Accepted,Free Parking,Cover Charge"|""
"468"|"Club Le Cirque"|"357 San Francisco Street, Old San Juan"|"San Juan, Puerto Rico (U.S.) 00902"|"(787) 725-3246"|"Club Le Cirque - Lounge & Gay Bar located at the entrance of Old San Juan, the heart of gay nightlife in the Old City. 

Club Le Cirque is the most stylish and exclusive Gay Lounge in San Juan, Puerto Rico, a two level Club with an exterior patio the perfect environment for an exciting night.
You can delight an early lunch or a romantic dinner in one of the most beautiful interior patios of the Old City, or why not enjoy the best music and liveliest party in San Juan until sunrise.   

Club Le Cirque is a cozy and sophisticated Club, patronized by upscale, trendy, local and tourist gay men and lesbians."|"Dancing,DJ,Full Bar,Techno Music,Pop Music,Live Entertainment,Food Served,Outdoor/Patio,Credit Cards Accepted"|""
"469"|"Club Legacy"|"1717 White Ave"|"Knoxville, Tennessee"|"(865)523-2306"|"Grand Opening August 3rd, 2007. Dance music club spinning 80's, Top 40, dance remixes and video remixes on the plasma screens. Open Wednesday through Sundays. After hours 3am - 7am on Friday and Saturday feature a breakfast buffet..."|"DJ,video,VJ,18plus,Afterhours,DJ-Slink,DJ-Randombeat"|"http://www.iloveclublegacy.com/?nobid=1"
"470"|"Club Luxor"|"2211 4th St."|"Lubbock, Texas 79415"|"(806) 744-3744"|"Club Luxor is Lubbock's premiere alternative nightclub. Open Thursday thru Sunday 9pm till 3am. Great drink specials, friendly staff, best music mix, and the ultimate in sound & light systems. Come experience the intensity!!"|"Dancing,DJ,Full Bar,Techno Music,Pop Music,Live Entertainment,Drag Shows,Smoking Throughout,Pool Tables,Free Parking,Cover Charge"|""
"471"|"Club Majestics"|"124 N. Boston Ave"|"Tulsa, Oklahoma"|"(918) 584-9494"|"Friday and Saturday nights come party and experience Tulsa's only 2 level nightclub catering to the GLBT scene featuring 4 bars, incredible lighting and sound as well as the best dance music available"|"Dancing,DJ,Full Bar,Techno Music,Pop Music,Live Entertainment,Drag Shows,Videos,Dancers/Strippers,Wheel Chair Access,Smoking Throughout,Outdoor/Patio,Credit Cards Accepted,Pool Tables,Free Parking,Cover Charge,Video Games"|""
"472"|"Club Marcella"|"622 Main St"|"Buffalo, New York"|"(716) 847-6850"|"Located in the Theater District and Chippewa Club Zone, this night club is considered the best in 

Buffalo—and for 5 years running, has been voted number one dance club in Buffalo by Artvoice magazine. It 

has earned this reputation by being totally open in its policies when it comes to customers—be they gay or 

straight—and by offering the best dance music this side of NYC. Wednesday and Sunday nights are reserved 

for the female impersonators - drag shows, with two shows each evening. Featuring the best DJs and 

techno/trance/trip-hop in the city."|"Dancing,DJ,Full Bar,Techno Music,Pop Music,Live Entertainment,Drag Shows,Outdoor/Patio,Credit Cards Accepted,ATM on premises"|""
"473"|"Club Maverick"|"822 S. Sheridan Rd"|"Tulsa, Oklahoma 74112"|"(918) 8353301"|"Tulsa Best Gay Country Bar
With the friendliest staff in town."|"Dancing,DJ,Full Bar,Karaoke,Country/Western,Leather/Fetish,Smoking Throughout,Credit Cards Accepted,Pool Tables,Dart Boards,Free Parking,Video Games"|""
"474"|"Club Metro"|"235 Main St"|"Somerset, Wisconsin"|"(715)247-3373"|"The new Club Metro is now open after an eight year hiatus and features dancing and drag. Only a 25 minute drive from the Twin Cities..."|"Drag,King,Food,Dancing"|""
"475"|"Club Miami"|"716 N Central Ave"|"Phoenix, Arizona"|"(602)258-6122"|"Miami Style dance club with after hours on Fri/Sat till 4am..."|"dancing,house,DJ"|"http://amsterdambar.com"
"476"|"Club Miami"|"605 Westfield Avenue"|"Elizabeth, New Jersey 07208"|"(908) 282-0404"|"Club Miiami i s a new and fabulous club that is filled with the spirit of wonderful people and good company, super music and great drink prices.. stop in for a spell and say hello !"|"Dancing,DJ,Full Bar,Techno Music,Pop Music,Live Entertainment,Drag Shows,Non-Smoking Indoors,Credit Cards Accepted,Free Parking,Cover Charge"|""
"477"|"Club MIXERS"|"2325 Burnett Blvd"|"Wilmington, North Carolina 28403"|"(910) 362-0200"|"see website for details"|"Dancing,DJ,Full Bar,Live Entertainment,Drag Shows,Karaoke,Videos,Dancers/Strippers,Smoking Throughout,Outdoor/Patio,Pool Tables,Free Parking,Cover Charge,Video Games"|""
"478"|"Club Montage"|"2028 Hancock St."|"San Diego, California 92110"|"(619) 294-9590"|"San Diego's Hottest Gay Dance/Cruise Club.  Cute boys and great drinks in a fun, multi-level club atmosphere. Special guest main stream DJ's on Saturday, and a populate mix night on Friday's with multiple DJ's. Hangout in either the Dance bar, Video bar, Breeze Patio bar or take in some great food from Rockin Sushi. Close to downtown and Hillcrest where the party lasts to 4AM."|"Dancing,DJ,Full Bar,Techno Music,Live Entertainment,Drag Shows,Videos,Dancers/Strippers,Wheel Chair Access,Non-Smoking Indoors,Smoking Throughout,Outdoor/Patio,Credit Cards Accepted,ATM on premises,Pool Tables,Free Parking,Valet Parking,Cover Charge"|""
"479"|"Club N-V"|"515 9th Ave N"|"Myrtle Beach, South Carolina"|"(843)626-6868"|"High energy dance club with the NV guarantee.... ""Beautiful people, great dancing, and a safe environment"". Largest game of twister, college parties, drink specials, weekly foam parties, retro and reggae nights...."|"Drag,Hip-Hop,Latin,Techno,Dancefloor,Go-Go,Twister,Reggae,Retro,dancing"|"http://www.clubn-v.com"
"480"|"Club Nautico"|"4900 66st N"|"St Petersburg, Florida"|"(727)546-7274"|"St Pete's largest gay club. Featuring  Vegas style female impersonators Thursday through Sunday, Multi-level dance floor, 2 patios, separate show room, great nightly drink specials, and no cover..."|"Drag,strippers,karaoke,pool,darts,video,dance-floor,go-go,patio"|"http://www.Nauticostpete.com"
"481"|"Club Naxx"|"122 N 6th St"|"Steubenville, Ohio"|"(740)284-1291"|"Drama free and very accepting...drag and dancing..."|"drag,dancing,DJ"|""
"482"|"Club Night Out"|"2533 County Road M"|"Stevens Point, Wisconsin"|"(715)342-5820"|"Gay owned and operated. 18+ night weekly, Check the website for events..."|"18plus"|"http://www.club-nightout.com"
"483"|"Club Nonta"|"4023 Hamilton Ave"|"Cincinnati, Ohio"|"(513)542-3400"|"Cincinnati's newest spot, Club Nonta offers a daily happy hour 4pm - 7pm, strippers, DJ, karaoke every Tuesday & Wednesday, and a drag show every Friday, Saturday, and Sunday..."|"strippers,gay,karaoke,drag,DJ"|"http://www.clubnonta.com"
"484"|"Club NV"|"220 Admiral Blvd."|"Kansas City, Missouri"|"(000) 000-0000"|"KC's newest and largest dance club and video bar opens in the summer of 2004.  Look for an outdoor patio, rooftop deck and over 50 video screens in the video bar.  The dance club is open Thursday through Sunday with the best light show in town."|"Dancing,DJ,Full Bar,Techno Music,Pop Music,Live Entertainment,Videos,Wheel Chair Access,Non-Smoking Indoors,Outdoor/Patio,ATM on premises,Free Parking,Cover Charge"|""
"485"|"Club Oasis"|"3201 New Bern Avenue"|"Raleigh, North Carolina 27610"|"(919) 255-1314"|"Club Oasis:  Where the men play!

Club Oasis is a private club for members and their guests.  The newest gay club in Raleigh offers Country/Western dance on Thursday nights, Live DJ's playing the hottest mixes Friday and Saturday nights and Tea Dance and Salsa Dancing on Sundays.  

Club Oasis is also open Monday - Wednesday for private parties!

We offer two full bars, a large dance floor with state of the art lighting and sound and the friendliest staff in Raleigh!

See you at the club!"|"Dancing,DJ,Full Bar,Pop Music,Country/Western,Wheel Chair Access,Smoking Throughout,Outdoor/Patio,Credit Cards Accepted,Free Parking,Cover Charge"|""
"486"|"Club Odyssey"|"4019-A Country Club Road"|"Winston-Salem, North Carolina 27104"|"(336) 774-1077"|"The Piedmont Triad's HOTTEST place to be when the sun goes down!  Check for our nightly specials, and don't miss our fabulous cabaret night on Friday, then it's party night on Saturday.  Amateur nights on the first and third Thursday of every month.  Two HUGE dance floors, three full service bars, and an outside patio too.  Club Odyssey brings you the most gorgeous drag kittens on the East coast, and the hottest male strippers anywhere!  If you're 18+, the place to be is Club Odyssey!  Open six nights a week except Monday!  Visit our website for this month's calendar and more events at:  http://www.ClubOdyssey.info"|"Dancing,DJ,Full Bar,Techno Music,Pop Music,Live Entertainment,Drag Shows,Videos,Dancers/Strippers,Wheel Chair Access,Smoking Throughout,Outdoor/Patio,Credit Cards Accepted,ATM on premises,Pool Tables,Free Parking,Cover Charge,Video Games"|""
"487"|"Club Odyssey"|"4019 Country Club Rd"|"Winston-Salem, North Carolina"|"(336)774-7071"|"Piedmont Triad North Carolina's GLBT nightclub with drag kittens, steamy male dancers, and great drink specials. Open six nights a week..."|"drag,strippers,pool,twinks,bears,dance,go-go-boys,trance,techno,hip-hop,urban,deejays,dj,cabaret,18plus,gay,lesbian"|"http://www.clubodyssey.info"
"488"|"Club OH!"|"Calle 2 entre 14 y 16,100m sur nueva torres medico,Clinica Biblica"|"San José, Costa Rica 506"|"(506) 2481500"|"Oh! Lounge and Night Club in the heart of Downtown San Jose. 
Oh! Lounge and Nightclub is the newest upscale touch that'll be taking the Costa Rican gay scene to a whole new level.

Talking of class and distinction. This is specifically opened up for the gay nightstalkers either in the party mood or seeking a relaxed, sophisticated and secure atmosphere.

The fresh and tasty ambiance will capture the minds of guests as soon as you step into OH!.

See our New York style lounge where we feature VIP and Ultra Lounge seating.

Also treat yourself to a special night in our Morrocan corner not feeling left out of the Party Crowd.

We feature hosting of various events ranging from private parties, award nights, fashion shows just to name a few.

Oh! will cater for and accommodate all party needs with bottle service with waiters at your servie. Try our exclusive Cocktails, Champagnes and Martinis.

Resident DJ plays a selection of music latin pop ,R and B ,House, Electronic and many more."|"Dancing,DJ,Full Bar,Pop Music,Live Entertainment,Drag Shows,Videos,Dancers/Strippers,Smoking Throughout,Credit Cards Accepted,Free Parking,Cover Charge"|""
"489"|"Club One"|"#1 Jefferson STreet"|"Savannah, Georgia 31402"|"(912) 232-0200"|"Site where ""The Movie Midnight in the Garden of Good and Evil"" was filmed.  Home of the Lady Chablis.  Savannah's Largest nightclub over 15,000 square feet.  We have shows every Thursday through Saturday 10:30 and 12:30, Sunday and Monday @ 11:30."|"Dancing,DJ,Full Bar,Techno Music,Pop Music,Live Entertainment,Drag Shows,Food Served,Videos,Leather/Fetish,Smoking Throughout,Credit Cards Accepted,ATM on premises,Pool Tables,Cover Charge,Video Games"|""
"490"|"Club One Eleven"|"111 Garden Street"|"Hot Springs, Arkansas"|"(501) 620-4111"|"Club One Eleven is located in historic downtown Hot Springs National Park Arkansas at 111 Garden Street just off Malvern Avenue. We are positioned in the visitors and convention center area within one block from major motels and amenities. Club One Eleven Offers a safe and friendly environment for all patrons and a club experience like no other in Hot Springs. 


We are open Tuesdays through Sundays at 6 PM, closed only on Mondays. Guests must be at leasts 21 and present their valid picture I.D. to enter. Club One Eleven's newly remodeled interior features smoking and nonsmoking areas, a main stage with top local entertainment, pool tables, a state of the art dance room with the best New York club music and interactive intelligent light show in the area. Come and see it for yourself, our dance floor is always open!!!! Check out our web page for shows and scheduled event."|"Dancing,DJ,Full Bar,Techno Music,Pop Music,Live Entertainment,Drag Shows,Karaoke,Videos,Dancers/Strippers,Wheel Chair Access,Smoking Throughout,Outdoor/Patio,Credit Cards Accepted,Pool Tables,Free Parking,Cover Charge,Video Games"|""
