#Location	Name	Adress	Phone	Website	 Linkanchor	 Picture	Shortdescription
Europe/Germany/Brandenburg	Erotik Supermarkt Frankfurt	Frankfurt/Main	0049 69 29 54 53	http://www.erotik-supermarkt.de	Click here		Erotik Supermarkt Frankfurt/Main - Paerchenkino
Europe/Germany/Brandenburg	FUN and JOY	Hüttgeswasen	0049-6782-888	http://www.funandjoy.de	www.funandjoy.de	club_banners\banner_2319.jpg	Club und Clubhotel fuer Paare
Europe/Germany/Brandenburg	Landhaus Villa	Ostrau	0172 / 5 98 50 13	http://www.landhaus-villa.de	www.landhaus-villa.de		Willkommen in unserem Garten der Lueste
Europe/Germany/Brandenburg	Rossini	Frankfurt	0 69 - 41 39 47	http://www.rossini.de	http://www.rossini.de		Swinger Lounge in Frankfurt
Europe/Germany/Brandenburg	Sunshine	Taufkirchen	089-66611641	http://www.sunshine-swingerclub.de/	sunshine-swingerclub.de/	club_banners\banner_1662.jpg	Swingerclub fuer aufgeschlossene Menschen
Europe/Germany/Brandenburg	Swingerclub Bluecat	Schwetzingen	06202-127278	http://www.swingerclub-bluecat.de	www.swingerclub-bluecat.de		Der besondere Swingerclub in Schwetzingen
Europe/Germany/Brandenburg	Swingerparadies Maintal	Frankfurt	06109 - 64 647	http://www.susiundjuergen.de	Der Swingerclub von susi und juergen	club_banners\banner_1285.jpg	Der Swingerclub von Susi und Juergen
Europe/Germany/Brandenburg	Treff 188	Frankfurt-Sossenheim	06 9/ 34 16 62	http://treff-188.de/	http://treff-188.de/		Die Nr. 1 im Rhein / Main Gebiet
Europe/Germany/Brandenburg	Weisses Haus	Stassfurt	03925/281705	http://www.weisseshausstassfurt.de	www.weisseshausstassfurt.de		Willkommen im Paerchen- und Singleclub
Europe/Germany/Brandenburg	ZUCKERDOSE	27801 Brettorf	0162 / 7200783	http://www.zuckerdose.net	http://www.zuckerdose.net	club_banners\banner_2181.gif	Der Swingerclub im Norden
South America/Brazil	1 Henri Club Café	Rio de Janeiro	+5521 2492-9017	http://www.henriclub.com.br	1 Henri Club Café	club_banners\banner_1940.gif	Requinte e sofisticação, de frente para o mar.
South America/Brazil	2A2	Rio de Janeiro	5521- 99486284	http://www.2A2.com.br	www.2A2.com.br	club_banners\banner_1230.gif	Swingers Club - Dare Couples only club.
South America/Brazil	Atiradouros	Salvador	71 9948-4193	http://www.atiradouros.cjb.net	Atiradouro´s	club_banners\banner_1555.gif	The only house for liberal couples of Salvador - B
South America/Brazil	Bar Bacantes Clube Swinger	So Paulo	055+11+36761174	http://www.barbacantes.com.br	O Clube Swinger mais despojado de So Paulo		Despojado, alegre e com muita atraes
South America/Brazil	BIO CLUB	So Paulo	011 6972-4344	http://www.bioclub.com.br	bioclub.com	club_banners\banner_1418.gif	A mais charmosa casa de swing de So Paulo
South America/Brazil	CASAL FANTASIA	Rio de Janeiro	2188886969	http://www.casalfantasia.com	CASAL FANTASIA	club_banners\banner_2302.gif	CASAL FANTASIA RIO DE JANEIRO
South America/Brazil	Club New York	Rio de Janeiro	21-8784-5044	http://www.clubnewyork.com.br	Club New York	club_banners\banner_2274.gif	4 andares de luxo e requinte para atender casais.
South America/Brazil	Clube da Sedução	Rio de Janeiro	55 21 2437-2025	http://www.clubedaseducao.net	http://www.clubedaseducao.net		Swing É no Clube da Sedução - Quintas e Sextas
South America/Brazil	Desiree Club Londrina	Londrina	554330288385	http://www.desireelondrina.net	Desiree Club Londrina - Onde o seu prazer o mais importante.	club_banners\banner_1346.gif	Clube de Casais Liberais onde o prazer acontece.
South America/Brazil	Doolance Liberal Club	Campo Grande (MS)	67 3029 9649	http://www.doolance.com.br	http://www.doolance.com.br		O Club dos casais Liberais do MS
South America/Brazil	Enigma Club	So Paulo		http://sdc.com/sitemap/swingersclubinformation.htm	swingers		A casa mais quente de So Paulo !!!
South America/Brazil	GAS BH	Belo Horizonte		http://www.gasbh.com.br	GAS BH - Grupo de Amigos do Swing	club_banners\banner_1300.gif	Grupo de Amigos do Swing
South America/Brazil	Ilha da Fantasia	Vitoria/ES	55 27 9997-5777	http://www.ilhadafantasia-es.com.br	Ilha da Fantasia - Boite for Liberal Couples		Ilha da Fantasia - The Best for Liberal Couples
South America/Brazil	Inner Club	Sao Paulo		http://www.innerclub.com.br	http://www.innerclub.com.br	club_banners\banner_2029.jpg	The Best Swing Club of the Brazil
South America/Brazil	Mistura Certa Club	Rio de Janeiro	552125090571	http://misturacerta.com.br	Mistura Certa Singers Club, the best swingers house in Rio de Janeiro	club_banners\banner_1280.gif	The Best Swinger Club in Rio de Janeiro
South America/Brazil	NEFERTITTI CLUB	São Paulo	015.11.5049.3377	http://www.nefertitti.com.br	http://www.nefertitti.com.br		DANCETERIA para CASAIS LIBERAIS e SWINGERS
South America/Brazil	PortaldoSwing	Sao Paulo		http://www.portaldoswing.com.br	Click here	club_banners\banner_2027.jpg	WebSite for the Classifieds Swingers
South America/Brazil	SOCIEDADE SWINGUER - SS	São Paulo	91737642	http://www.sociedadeswinguer.com.br	SOCIEDADE SWINGUER - SS		O Grupo SS - Sociedade Swinguer - é um grupo
South America/Brazil	Swing Club BH	Belo Horizonte	91083855 / 3497-6611	http://sdc.com/sitemap/swingersclubinformation.htm	swingers		Swing Club BH - A maior casa swinger do Brasil
South America/Brazil	Swingprive.com	Belo Horizonte	91410933	http://sdc.com/sitemap/swingersclubinformation.htm	swingers		Swing Priv - O novo conceito em clube Swinger
South America/Brazil	Wings Scotch Bar	Belo Horizonte	(31) 9929 1085	http://www.wingsbar.com.br	Wings Scotch Bar	club_banners\banner_1693.gif	Wings Scotch Bar
Europe/Germany/Bremen	Club Sweet Coconut	Zapfendorf	09547 - 8705720	http://www.club-sweet-coconut.de	Click here		Der private Swingertreff in Franken
Europe/Germany/Bremen	La Boum	Untermeitingen	08232 - 906776	http://www.swingerclub-laboum.de	www.swingerclub-laboum.de	club_banners\banner_1908.gif	Swingerclub - DIE Original-Filmkulisse: "24 / 7"
Europe/Germany/Bremen	NOBBYs	Bremen, Bremen</td> </tr> <tr> <td class="text_Desc2">Phone:<span class="text_sm2">&nbsp;(0421) 96 05 630</span></td> </tr> <tr> <td class="text_Desc2">Rating: </td> </tr> <tr> <td class="text_Desc2">Website:</td> </tr> <tr> <td class="text_Desc"> <a href="http://www.nobbys-treff.de" target="_blank" class="yellow_back_sm">nobbys-treff.de</a> </td> </tr> <tr> <td class="text_Desc2"><a href="http://www.swingersclublist.com/clubs/login.aspx">edit</a></td> </tr> </table></td> <td width="15">&nbsp;</td> <td width="474" valign="top"><table width="468" border="0" align="center" cellpadding="2" cellspacing="0"> <tr> <td width="468" colspan="2"> <a href="http://www.nobbys-treff.de" target="_blank"><br><img border='0' src='club_banners\banner_2363.jpg' height='60' alt='Swingers Club'></a> </td> </tr> <tr> <td colspan="2" valign="top"> <span class="text_standard_black"> Der frivole Treff in Bremen </span> </td> </tr> </table></td> <td width="26">&nbsp;</td> </tr> </table></td> </tr> <tr> <td height="28" background="images/SC_List_bot.jpg">&nbsp;</td> </tr> </table> <!----------- *************************************************************** --> <table width="750" border="0" cellspacing="0" cellpadding="0"> <tr> <td height="52" background="images/SC_List_top.jpg"><table width="750" border="0" cellspacing="0" cellpadding="0"> <tr> <td width="26" rowspan="2">&nbsp;</td> <td width="346" rowspan="2"><span class="text_ClubName">Swingerclub Colibri</span></td> <td width="335"></td> <td width="23" nowrap="nowrap" rowspan="2">&nbsp;</td> <td width="20" rowspan="2">&nbsp;</td> </tr> <tr> <td width="335"> <table cellpadding="0" cellspacing="0" border="0"> <tr> <td> <table cellspacing='0' cellpadding='0'><tr><td width='100' nowrap='nowrap' align='right'></td><td nowrap='nowrap'><a href='http://www.sdc.com/ClubListAdd_Review2.aspx?clubID=306' class='yellow_back_sm'>Post a new review</a>&nbsp;&nbsp;</td></tr></table> </td> <td nowrap="nowrap"> &nbsp;|&nbsp;<a href='Swingerclub_Colibri_swingers_club_description.html' class='yellow_back_sm'>Detailed Description</a> </td> </tr> </table> </td> </tr> </table></td> </tr> <tr> <td height="100%" valign="top" background="images/SC_List_mid.jpg"><table width="750" border="0" cellspacing="0" cellpadding="0"> <tr> <td width="29" >&nbsp;</td> <td width="206" valign="top"><table width="205" border="0" cellspacing="0" cellpadding="2"> <tr> <td class="text_sm2">Malsch	07246 / 943077	http://www.swingerclub-colibri.de	www.swingerclub-colibri.de		Ab sofort klimatisierte Rume
Europe/Germany/Bremen	Swingerclub Harz-Heide	Vechelde	05302/6249	http://www.swingerclub-harz-heide.de	Click here		Swingerclub Harz-Heide
Europe/Bulgaria	Black sea Swinger	Varna	+359 896 446687			club_banners\banner_2285.gif	Black sea Swinger
Europe/Bulgaria	Playboyz Bar	Sofia	(+35902) 963 39 64			club_banners\banner_1757.gif	Topless Bar in Sofia Bulgaria
Europe/Bulgaria	Taboo Club	Sofia	(+359/2) 9870870			club_banners\banner_1756.jpg	Every Night 25 Incredible Ladies Only In Taboo
North America/USA/California	ADV8 Swingers Club	Orange County	800 450-4702	http://www.partywithnorm.com	ADV8 Swingers Club		ADV8 Swingers Club - Orange County, Calif
North America/USA/California	Allure	El Cajon	619-925-1406	http://www.allurecouples.net	Allure		Private on premise club for couples & single women
North America/USA/California	AMIX Swingers Club	San Diego	800 450-4702	http://www.mixitwithnorm.com	AMIX Swingers Club		AMIX Swingers Club - Where Swingers ' mixit ' up..
North America/USA/California	Anne's PleasHER Party!	San Francisco Bay Area	510.552.0515	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		WHERE ALL HER FANTASIES CUM TRUE!
North America/USA/California	Aquafinity	Desert Hot Springs	760 251 3521	http://www.aquafinity.com	Aquafinity Hotel		Swinger's Hotel In Palm Springs!!
North America/USA/California	Arena Swing Club	San Francisco	510-623-1354	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		On Premise, No Single Males, Indoor/Outdoor Areas, Hot Tub, Buffet, Dancing, Party house
North America/USA/California	ASYX Swingers Club	Los Angeles	800 450-4702	http://www.swingwithnorm.com	ASYX Swingers Club		ASYX Swingers Club - Los Angeles County
North America/USA/California	Babylon	Lake Elsinore	818-787-0842	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		On Premise, Ranch, 2.5 Acres, Fri and Sat Eve, Couples
North America/USA/California	Barry and Shells	San Francisco	510-834-5808	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		On Premise, Sat Nights, No Single Males, 3 Level Home, Buffet, Hot Tub, Dancing
North America/USA/California	BlissParty	Los Angeles		http://www.BlissParty.com	BlissParty		The Most Selective,Upscale Couples Club...Anywhere
North America/USA/California	Blondies Playground	Hayward	(510) 847 8837	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		On Premise, Couples and Select Singles, Invitation Only
North America/USA/California	BlueMoon Socials	Sacramento, CA	1-866-460-2583 free!	http://bluemoonsocials.com	BlueMoon Socials- The hottest swing events in Northern-California!	club_banners\banner_2298.jpg	The hottest Swing Parties in Northern California!!
North America/USA/California	Celebrity Swingers	Los Angeles	310 946-1797	http://www.celebrityswingers.com	Celebrity Swingers		An Adult Party Group
North America/USA/California	Center For Sex and Culture	San Francisco	415-255-1155	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		WELCOME TO THE CENTER FOR SEX & CULTURE.
North America/USA/California	Cloud Nine	Manteca	(209) 466 -1543	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		Couples Only Dance, Twice a Month at Hotels
North America/USA/California	Club Amnesty	Orange	714 282-7979	http://www.clubamnesty.com	Club Amnesty Orange Counties Finest Swing Club	club_banners\banner_1753.jpg	On Premis Swing Club
North America/USA/California	Club Fusion	San Diego	760-877-2394	http://www.clubfusionsd.com	Club Fusion		Club Fusion ----------Relax It's Just Sex
North America/USA/California	Club Kiss	San Francisco		http://www.clubkiss.us	Club Kiss	club_banners\banner_1706.jpg	On premise event- select couples and single women
North America/USA/California	Club Taboo	Southern California		http://sdc.com/sitemap/swingersclubinformation.htm	Click here		HOW TO ATTEND
North America/USA/California	couples411	Los Angeles		http://www.sdc.com	www.couples411.com		Official SDC Monthly Members Party by couples411
North America/USA/California	Delicious	San Francisco		http://www.thedeliciousparty.com	Delicious	club_banners\banner_2262.jpg	Delicious- a pre-screened on premise party
North America/USA/California	EnvyChic	Hollywood	305-905-5794	http://www.envychic.com	EnvyChic.com	club_banners\banner_2095.jpg	EnvyChic - Sexy Apparel & Accessories
North America/USA/California	Exotic Divas	Costa Mesa	949-903-1867	http://sdc.com/sitemap/swingersclubinformation.htm	Click here	club_banners\banner_1993.gif	Exotic and Pole Dance classes in Orange County!
North America/USA/California	Free Mind, Body and Spirit	Santa Fe		http://sdc.com/sitemap/swingersclubinformation.htm	swingers		Gatherings for Erotism, Social Nudism, Massage, Tantra, Thai Nuad, Kama Sutra
North America/USA/California	Freedom Acres	San Bernadino		http://www.freedomacres.com	www.freedomacres.com		On Premise, One of the oldest & largest in the U.S, Theme Parties
North America/USA/California	Friends Under Covers	Los Angeles		http://www.whatisfucclub.com	whatisfucclub.com	club_banners\banner_1213.jpg	Young Couples&Women--College Age to Mid-30's
North America/USA/California	GARY AND MARGARETS	riverside	951 3606156	http://www.garyandmargaret.com/	GARY AND MARGARETS	club_banners\banner_2254.jpg	private home parties for swingers
North America/USA/California	Interracial-Kink	San Francisco	510-388-5108	http://www.interracial-kink.org	Interracial-Kink		Interracial Swingers Party
North America/USA/California	LA Couples LA Swingers	Los Angeles	2134892001	http://www.sdc.com/	Club is CLOSED	club_banners\banner_1849.gif	Biggest ON PREMISE Swing Club in the WORLD !!!
North America/USA/California	Latin Swingerz Party Club	San Gabriel	none	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		VOTED THE #1 LATIN SWINGERS PARTY IN SOUTHERN CA
North America/USA/California	LiteNsweet Meet N Greet	Bay Area	925-437-2326	http://www.litensweet.com	http://www.litensweet.com	club_banners\banner_1833.jpg	Swingers Meet N Greet for Real Swingers
North America/USA/California	My Lifestyle Parties	Palm Springs	818-921-7143	http://www.MyLifestyleParties.com	My Lifestyle Parties		Upscale, Decadent Lifestyle Parties
North America/USA/California	NaughtyChefs	Los Angeles	818-6323241	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		A personal chef service......... at your place
North America/USA/California	Norms Swing Adventures	Bay Area	see site	http://www.joinme.net/norms	Norms Swing Adventures		We put adventure & romance back into swinging.
North America/USA/California	Options Socials	Sacramento	209 941-2100	http://www.OptionsSocials.com	www.OptionsSocials.com		Swing Lifestyle Dances with a touch of class
North America/USA/California	Panther Palace	Costa Mesa	(949) 631-5485	http://www.paradiseviewca.com	Paradise View Ca	club_banners\banner_2362.jpg	A Couples Playground
North America/USA/California	PleasureZone	San Francisco	415.789.8065	http://www.pleasurezonesf.com/	www.pleasurezonesf.com		Off Premise, a hip and sexy dance club for couples and women
North America/USA/California	Power Exchange	San Francisco		http://sdc.com/sitemap/swingersclubinformation.htm	Click here	club_banners\banner_1347.gif	The largest adult sexual play space
North America/USA/California	San Marcus Inn	Desert Hot Springs	(760) 329-8806	http://www.sanmarcusinn.com	www.sanmarcusinn.com		On Premise, Couples and Singles Females, Clothing Optional Swingers Resort
North America/USA/California	Sea Mountain Resort	palm springs area	877-928-2827	http://www.taboogardens.com	http://www.taboogardens.com	club_banners\banner_2134.jpg	clothing optional romantic upscale hotel resort
North America/USA/California	Select Swing Set	Long Beach	562-650-2704	http://www.selectswingset.com	Select Swing Set	club_banners\banner_2209.gif	Sachi Club, bar and lounge inside the Marina hotel
North America/USA/California	SensualismParties	San Diego Area	6194425782	http://sdc.com/sitemap/swingersclubinformation.htm	Click here	club_banners\banner_1184.jpg	Sunsual Parties for Couples and Ladies only!
North America/USA/California	SoCalPleasureSeekers.com	Los Angeles	310-770-0061	http://www.socalpleasureseekers.com	Click here	club_banners\banner_955.jpg	UpScale On & Off Premise Dances & Events
North America/USA/California	Spiceparty	Sacramento	n/a	http://www.spice-party.com	Spice		Spice Party for fit and attractive couples
North America/USA/California	Steve and Silvers	Riverside County		http://www.steveandsilver.org	www.steveandsilver.org		On Premise, Private House party, 4 Bedrooms, Orgy Room, Wet Bar, Pool, Spa, Dance Floor
North America/USA/California	STUDIO 54X	Orange County	818-917-3122	http://www.studio54x.com	STUDIO 54X		On-Premise Playrooms with World-Class Nightclub
North America/USA/California	Suite Connections	Southern California		http://groups.yahoo.com/group/suiteconnections/	Suite Connections Private Parties		Luxury Hotel Suite Parties
North America/USA/California	Swing 'n' Ride of Los Angeles	Los Angeles	818-383-2223	http://www.swingnride.com	Swing 'n' Ride Los Angeles Swinger Club		Swinging parties and Sybian rides in the Valley.
North America/USA/California	Sybrian Club	Seal Beach		http://www.lacouples.com/events.html	www.lacouples.com/events.html		New Venue, Couples Only, 20,000 sq ft, Theme Areas, Catered Gourmet Dinner
North America/USA/California	Thads	san diego	619-237-8849	http://thads.sdsexcam.com/Html/frame1.htm	http://www.thads.com		The most erotic party house in Southern California
North America/USA/California	The Carnal Manor	Topanga	(818) 598-0010	http://www.lustparty.com	LUSTPARTY	club_banners\banner_2024.jpg	Youngest & Sexiest Guests -THE Premier party
North America/USA/California	The Wet Party	Los Angeles		http://www.thewetparty.com	www.thewetparty.com	club_banners\banner_2195.gif	Is WET for you
North America/USA/California	Tiberius	Lancaster	661-944-0865	http://www.tiberiusswings.com	Tiberius		The best on premise parties in the Antelope Valley
Europe/Spain/Canary Islands	Garden of Eden	Maspalomas	+(34) 928 14 35 18	http://www.garden-eden.info	Garden of Eden Gran Canaria	club_banners\banner_1521.gif	The Number 1 Swinger Club in Gran Canaria
Europe/Spain/Canary Islands	Gran Canaria Sex	Playa del Inglés		http://www.grancanariasex.com	Gran Canaria Sex	club_banners\banner_2188.gif	GranCanariaSex.com - Erotic Holiday-Guide
Europe/Spain/Canary Islands	Gran Canaria Swinger	Maspalomas		http://www.grancanariaswinger.com	Gran Canaria Swinger	club_banners\banner_2017.gif	Gran Canaria Swinger
Europe/Spain/Canary Islands	Iglu Tenerife	Tenerife	9220680 544	http://www.pubiglu.com/	http://www.pubiglu.com/		Club de ambiente agradable
Europe/Spain/Canary Islands	La Casa de Beatrix	Fuerteventura		http://www.lacasadebeatrix.net/	Click here		Ambiente amistoso y tranquilo
Europe/Spain/Canary Islands	Playmates Swingers Parties	gran canaria	0034 610060344	http://www.swingersholiday.com	www.swingersholiday.com gran canaria		Welcome to the Exclusive PLAYMATES SWINGERS club.
Europe/Spain/Canary Islands	Swingers Abroad	Tenerife		http://www.swingersabroad.com	Swingers Abroad		Swingers Abroad - worldwide database of swingers
Europe/Spain/Canary Islands	SWINGERS CLUB TU Y YO	playa del ingles (canaria	0034625263131	http://www.swingersclubtuyyo.com/	Click here	club_banners\banner_1864.gif	SWINGERS CLUB N1 IN GRAN CANARIAS
Europe/Spain/Catalonia	Chatelet Swinger Club	SALOU	0034696525337				Café discoteca ambiente liberal
Europe/Spain/Catalonia	Club 6y9	Barcelona	93 217 12 58				SEIS & NUEVE es el local de intercambio de parejas
Europe/Spain/Catalonia	EL DOS MAS DOS	Pont de Molins (Figueres)	(0034) 972 529 056			club_banners\banner_1820.gif	Restaurant and Swinger club in Costa Brava north.
Europe/Spain/Catalonia	IREGOLD	BARCELONA	932256040				Un local con un ambiente rejalado y adecuado
Europe/Spain/Catalonia	La Amistad	Barcelona	93-245-6592				La Amistad un local Liberal con ambiente único
Europe/Spain/Catalonia	Libert	Barcelona	93-4233635				Todo ello en un ambiente agradable, confortable
Europe/Spain/Catalonia	Limousine	Barcelona	93 417.88.57				Un lugar para descubrir.....
Europe/Spain/Catalonia	OPEN	Barcelona	93-453-32-69				Único abierto 24 horas.
Europe/Spain/Catalonia	Paris	Barcelona	93 428 7715				Un local de ambiente liberal en Barcelona,
Europe/Spain/Catalonia	RAINBOW	BARCELONA	93 4076351				swingers club
South America/Chile	Club de Alexandra	Coquimbo	85927413			club_banners\banner_2191.jpg	Club de Señoras Casadas con Permiso
South America/Colombia	Adn Swing Bar	Bogota	6215869	http://www.adnswingbar.net	www.adnswingbar.net		Somos un moderno swing bar
South America/Colombia	AMNESIA SW BAR	BOGOTA	6115681	http://www.amnesiaswbar.com	http://www.amnesiaswbar.com		EXCLUSIVO BAR PARA PAREJAS SWINGER Y MUJERES BI.
South America/Colombia	CLUB SW	BOGOTA	57 1 6105278	http://www.swingerclubsw.com	CLUB SW		Noches llenas fantasias, diversion y sensualidad.
South America/Colombia	CMR	Bogota	3112877980	http://www.lasaladelacasa.com	www.lasaladelacasa.com		Tranquilidad, respeto, pasión, seducción y sexo
South America/Colombia	Excesos :: Bar Swinger ::	Bogotá, D.C.	2103343-311 5606079	http://www.swingerexcesos.com	Excesos :: Bar Swinger ::		Excelente ambiente, discreto y divertido
South America/Colombia	La Mansion del Placer	Colombia	316 650 2323	http://www.expedicionswinger.tk	Click here		somos una comunidad virtaul swinger, promocionamos
South America/Colombia	RELAX CLUB	BOGOTA		http://www.relaxclubswinger.tk	http://www.relaxclubswinger.tk		BAR SWINGER NUDISTA
South America/Colombia	SAN TROPEZ SWINGER BAR	BOGOTA		http://sdc.com/sitemap/swingersclubinformation.htm	Click here		PRIMER BAR SWINGER EN BOGOTA
South America/Colombia	SW BEVERLY HILLS SPA	Bogota	4382739 - 5200063	http://www.swbeverlyhillsspa.com	SW BEVERLY HILLS SPA		Discoteca, Sauna, Turco, Jacuzzi, parqueadero priv
South America/Colombia	Switch Swinger Club	Medellin	+57 4 2304509	http://www.guiacereza.com/switch/	Switch Club		El mejor club swinger en Medellin! - Best Club!
North America/USA/Colorado	4PLAY	Denver		http://sdc.com/sitemap/swingersclubinformation.htm	Click here		A TRULY upscale on-premise club in Denver
North America/USA/Colorado	Charmed Encounters	Colorado Springs	719-598-2194	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		Where Magical Fantasies Come True
North America/USA/Colorado	Club Mystique	Colorado Springs		http://www.csclubmystique.com	Club Mystique - Colorado Springs Lifestyle Club	club_banners\banner_2148.jpg	Colorado Springs Lifestyle Club
North America/USA/Colorado	ClubXcite	Colorado Springs		http://www.clubxcite.com	www.clubxcite.com	club_banners\banner_97.jpg	Off Premise, Monthly Themes
North America/USA/Colorado	Golden Circle Social Club	Arvada	303-425-1568	http://sdc.com/sitemap/swingersclubinformation.htm	swingers		Non-Profit Parties, Twice Monthly, Couples Only, Since 1969
North America/USA/Colorado	Pikes Peak Playhouse	Colorado Springs	719-579-8965	http://www.sdc.com	www.pikespeakplayhouse.com		Off Premise Couples Social Club, Once a Month
North America/USA/Colorado	Rocky Mountain Connections	Denver, Ft Collins	720-363-7946	http://www.rmcsc.com	Rocky Mountain Connections Social Club - Colorado's Premier Swing & Lifestyle Club		Explore your fantasies - safe, no-pressure, fun
North America/USA/Colorado	Scarlet Ranch	Denver		http://www.scarletranch.com	Denver's Only Upscale, On-Premise LIfestyle Club	club_banners\banner_1392.jpg	Denver Sex Club
North America/USA/Colorado	SINDICATE	Denver	720.628.0454	http://www.denversindicate.com	SINDICATE	club_banners\banner_1469.gif	On-Premise Ultra Lounge Exclusive to young couples
North America/USA/Colorado	The Retreat	Denver	303-234-0508	http://www.swingattheretreat.com	The Retreat	club_banners\banner_1994.jpg	On Premise, Fri & Sat Nights, Couples & Single Fem
North America/USA/Connecticut	Club Platinum	Manchester	860-918-6885	http://www.myclubplatinum.com	Club Platinum home	club_banners\banner_2142.jpg	Sunday Afternoons, Selective Membership
North America/USA/Connecticut	Leisure Time Club	Hartford	860-951-6243	http://www.leisuretime-club.com/	Click here		Leisure Time a On-Premise Club for Couples
Central America/Costa Rica	Club ParejaTotal	San Jose		http://www.parejatotal.com	www.parejatotal.com	club_banners\banner_488.gif	Exclusivo Disco Bar para parejas swinger y solas
Central America/Costa Rica	Club Terciopelo	San Jose, Zapote	(506)829-56-78	http://www.clubterciopelo.com	http://www.vivecr.com/BTerciopelo.jpg	club_banners\banner_2179.jpg	Club de ocio Swinger
Central America/Costa Rica	Los Caimitos Swinger Resort	San Miquel		http://www.caimitos.com	Los Caimitos Swinger Resort		Los Caimitos Swinger Resort Paradise of Costa Rica
Central America/Costa Rica	Patos	Costa Rica		http://www.patos.com	Patos.com		Patos Swinger Club & Resort
Central America/Costa Rica	Swinger Club Eros Costa Rica	near Airport		http://www.erosclubcostarica.com/	erosclubcostarica.com	club_banners\banner_2649.jpg	Swinger Club exclusive for Couples and more
Europe/Croatia	Swinger Holiday Cruises	Ionian Sea				club_banners\banner_857.jpg	Swingers Holidays
Europe/Croatia	Swingersyacht	Zadar/Sukosan	+36-30-850-20-16				Auf einen angenehmen, kroatischen Urlaub.
Europe/Czech Republic	SW-Party Club	Prague	+420737063161				Swingers Club
Europe/Czech Republic	Swingers Club Paris	Prag	+420 728 188 881			club_banners\banner_2374.jpg	Private swingers club is located at Prag 10
Europe/Czech Republic	Swingers prty klub 69	&#268;esk Bud&#283;jovice					Soukrom swingers klub v &#268;eskch Bud&#283;jovicch
Europe/Czech Republic	Swingersclub Paradiso	Prague	+420 737 184444			club_banners\banner_1158.jpg	New Swingersclub in the center of Prague
Europe/Czech Republic	VIP-Partyhouse	Pekla	00420461633001			club_banners\banner_2137.jpg	Das ultimative Privat-Partyhaus
Europe/Denmark	CitySwingers	Copenhagen		http://www.cityswingers.dk	CitySwingers.dk	club_banners\banner_1410.jpg	The most exclusive swingersclub in Scandinavia
Europe/Denmark	Club 20	Copenhagen	+4533233161	http://www.sdc.com/sitemap/swingersclubinformation.htm	Click here		Club 20 - Intimate club for singles and couples !!
Europe/Denmark	Scor.dk Lounge no. 2	Aalborg		http://www.swingersex.dk	www.swingersex.dk		Swingers Club
Europe/Denmark	Scor.dk Loungerne	Copenhagen		http://www.loungen.dk	www.loungen.dk		Swingers Club
Europe/Denmark	Swingers Copenhagen	Copenhagen	+4540142696	http://www.sdc.com	http://www.sdc.com	club_banners\banner_1143.gif	Swingers Cph is simply a exclusive swingerclub
Carribean/Dominican Republic	Club Villa Ocho	Puerto Plata	954-907-0496	http://www.villaocho.com	Club Villa Ocho		Private all villa resort for upscale lifestyle couples
Carribean/Dominican Republic	Ocoa club	Santo Domingo		http://www.ocoaclub.com	Ocoa club	club_banners\banner_2042.gif	Swingers club in Dominican Republic
Europe/UK/East Anglia	Arousal swingersclub	Midlands		http://www.arousal-uk.com	www.arousal-uk.com		Official SE party swingers club in Dunstable
Europe/UK/East Anglia	Club Lust	Norwich	07780 514274	http://groups.msn.com/KINKYCLAIRES	Club Lust		Couples & Single Ladies Parties
Europe/UK/East Anglia	Euphoria	Norwich	01362 858918	http://www.euphoriaclub.co.uk	Euphoria	club_banners\banner_1215.gif	Spa based club with Sauna Jacuzzi's & Accom
Europe/Estonia	BalticSex.com	Tallinn				club_banners\banner_1841.gif	BalticSex.com - swingers and adult sex dating
North America/USA/Florida	Alter Ego	Hollywood	954-563-5777	http://www.Fetish-Party.com	Alter Ego Fetish party	club_banners\banner_1343.gif	Strict Dress Code Fetish Party...
North America/USA/Florida	Anakosha	Naples		http://sdc.com/sitemap/swingersclubinformation.htm	Click here		Private Club, Couples Only, Education and Exploration of Sexuality and Alternative Relationships
North America/USA/Florida	Barbis Famous Sexy Party Club	Fort Lauderdale	954-887-0227	http://www.SexyPartyClub.com	Barbie's World-Famous Sexy Party Club for Swingers, Voyeurs and Exhibitionists.		Barbi's World-Famous Swingers Exhibitionist Party!
North America/USA/Florida	CALIENTE RESORT and SPA	Tampa		http://www.travelsdc.com/Caliente/Caliente.aspx	www.calienteresort.ja	club_banners\banner_1919.jpg	Caliente Nudist Resort
North America/USA/Florida	Charliewood	Orange City	386-775-2372	http://www.charliewood.org	Charliewood	club_banners\banner_1294.jpg	Party with good people
